data_ms,duobit_lr,gnorm,loss,lr,mem_alloc_mb,mem_peak_mb,mem_reserved_mb,ppl,residual_abs_mean,rss_mb,scale_mean,scale_ratio,skipped_steps,step,step_ms,tok_per_s,tok_per_s_ema,tokens_seen,transition_rate
178.5588264465332,0.00016,0.025689205154776573,10.978813171386719,2e-05,2276.6220703125,8110.40771484375,9734.0,58618.94233602367,0.0044913392780737225,2173.83984375,0.04345199838280678,0.9999898672103882,0,1,762.0723247528076,17408.50817828657,17408.50817828657,16384,0.03987538909569347
0.19359588623046875,0.0016,0.14766886830329895,8.832118034362793,0.0002,2280.09423828125,8555.80078125,11320.0,6850.781650873224,0.010604108043249792,2173.83984375,0.0434626080095768,1.0002496242523193,0,10,682.2116374969482,23923.579295502317,18385.768845868934,163840,0.03909141475728986
0.141143798828125,0.0032,0.08633258938789368,7.858116149902344,0.0004,2280.73583984375,8556.65869140625,11320.0,2586.642935125913,0.012475082958611449,2173.83984375,0.04339486360549927,0.9988060593605042,0,20,687.7970695495605,23848.380040294767,19205.160525032807,327680,0.029866169800825793
0.1518726348876953,0.0048,0.06990968436002731,7.8182783126831055,0.0006,2283.90771484375,8559.10986328125,11320.0,2485.622257664022,0.014338323594241384,2173.83984375,0.043308138847351074,0.9968826174736023,0,30,688.4162425994873,23782.639944355396,19891.782437931193,491520,0.024401280673041953
0.30922889709472656,0.0064,0.07187234610319138,7.664658069610596,0.0008,2285.1220703125,8565.41943359375,11320.0,2131.6637766951426,0.015903042342235735,2173.83984375,0.043221473693847656,0.9949291348457336,0,40,693.535327911377,23666.69080972211,20458.01869369983,655360,0.023440007059880624
0.1480579376220703,0.008,0.09018393605947495,7.7100934982299805,0.001,2283.40771484375,8565.41943359375,11320.0,2230.750819688613,0.017147363015919497,2174.24609375,0.04311871901154518,0.9926461577415466,0,50,693.3197975158691,23607.634261369145,20930.461028850226,819200,0.024648075647690563
0.10848045349121094,0.007991230580935368,0.10384770482778549,7.647100448608398,0.000998903822616921,2282.689453125,8565.41943359375,11320.0,2094.563481531533,0.018015356243180798,2174.24609375,0.04302957281470299,0.9907114505767822,0,60,689.2268657684326,23661.34189546214,21340.093158842014,983040,0.022242434696104228
0.1685619354248047,0.007964965047469654,0.09629543870687485,7.595097541809082,0.0009956206309337068,2282.02685546875,8565.41943359375,11320.0,1988.4237964954948,0.018512965845153283,2174.24609375,0.04293910413980484,0.9887855052947998,0,70,693.7499046325684,23701.722156377855,21694.33750847239,1146880,0.02275103357722012
0.10657310485839844,0.0079213313626417,0.09163578599691391,7.519665241241455,0.0009901664203302125,2281.2890625,8565.41943359375,11320.0,1843.9499123386106,0.018962958023126458,2174.24609375,0.04284117743372917,0.9867061376571655,0,80,691.2040710449219,23764.77861325167,22004.90367418928,1310720,0.018435514408574546
0.15115737915039062,0.007860542105377948,0.056533630937337875,7.34848690032959,0.0009825677631722434,2279.5517578125,8565.41943359375,11320.0,1553.8436279187436,0.019256398936070642,2174.24609375,0.04273534193634987,0.9844908714294434,0,90,687.7357959747314,23799.447516138862,22274.085250481716,1474560,0.016606296664741244
0.1354217529296875,0.00778289343482927,0.07551909238100052,7.407907485961914,0.0009728616793536587,2278.60302734375,8565.41943359375,11320.0,1648.9722366841384,0.01932664675392572,2174.24609375,0.042638298124074936,0.9824456572532654,0,100,687.058687210083,23832.447165313093,22507.83953770642,1638400,0.016537268949361403
0.17905235290527344,0.007688763647513363,0.07134971022605896,7.201574802398682,0.0009610954559391703,2281.1748046875,8565.41943359375,11320.0,1341.5417649431442,0.01934476026156323,2174.24609375,0.04257604479789734,0.9811381697654724,0,110,683.9454174041748,23850.179450713553,22709.19052465749,1802240,0.01663711678754038
